mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,brightness_std,edge_density,color_uniformity,stage,stage_name
120.196533203125,99.338623046875,79.490234375,35.62026692370082,35.8375625715917,34.18471341396719,99.67513020833334,20.407649315653302,23.027364417989418,0.009377120731741016,1,Excavation/Foundation
119.869384765625,99.30224609375,80.45654296875,35.1324194262034,35.536175653991144,34.86818882527719,99.87605794270834,20.706101534417026,22.914517195767196,0.009386429394069968,1,Excavation/Foundation
119.937255859375,98.73779296875,79.38330078125,35.40843879334688,35.38808417220425,34.99636636332539,99.352783203125,20.159497917720543,22.291170634920633,0.009363919323508767,1,Excavation/Foundation
119.751953125,99.59033203125,78.788330078125,35.01928871526095,36.18017445670875,35.41237770430416,99.37687174479167,20.234356312229686,22.450975529100532,0.009292657683922949,1,Excavation/Foundation
118.64111328125,99.483154296875,78.776123046875,35.53167750857121,34.888637138451486,35.40592489657253,98.966796875,20.6075771840418,23.071263227513228,0.009360995990052662,1,Excavation/Foundation
119.080078125,99.189208984375,81.021240234375,35.37247304349311,34.992146032282825,34.62375601365439,99.76350911458334,20.143800171327275,22.808945105820108,0.009434996990530567,1,Excavation/Foundation
120.485107421875,98.468505859375,78.604736328125,34.97318689580086,36.25490920844867,34.9433800819493,99.18611653645834,20.653460513056174,23.159970238095237,0.009330840962408769,1,Excavation/Foundation
119.458740234375,100.30859375,79.814453125,35.682687076602576,35.571313500013055,34.48484220477785,99.860595703125,20.228227026992613,22.52674437830688,0.009368660685670448,1,Excavation/Foundation
120.22216796875,98.7783203125,79.15087890625,35.12848148876011,35.65078122378456,34.77571397441969,99.3837890625,20.2158398270722,22.599991732804234,0.009384826791692568,1,Excavation/Foundation
119.710693359375,100.6005859375,79.792724609375,36.11771448630942,34.76452792719078,35.14516152629429,100.03466796875,20.18455947899556,22.782242063492063,0.009343401439154072,1,Excavation/Foundation
119.74951171875,99.771728515625,78.87841796875,34.96142893866691,35.427679849960484,34.93519898277276,99.466552734375,20.675132910425404,23.00954861111111,0.009405187025999965,1,Excavation/Foundation
119.430908203125,99.936279296875,80.256103515625,35.17110258141411,34.905418972651916,34.75189808852043,99.87443033854166,20.197008571077813,22.54770171957672,0.009449257613194005,1,Excavation/Foundation
118.699951171875,99.427490234375,80.268310546875,35.47882648712984,34.860647754526006,34.66602702030203,99.46525065104167,20.464439409130396,23.11073908730159,0.009433472679203955,1,Excavation/Foundation
119.409423828125,99.561279296875,79.554931640625,35.79763679160034,35.87188513704395,34.924995108032704,99.508544921875,20.3049099790818,22.60003306878307,0.009294153898744844,1,Excavation/Foundation
